text,labels,multi_hot
Our leader has never been wrong. Trust him. - experts claim,"[""absolutist_language"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[0, 1, 1, 1]"
He is the savior our nation has been waiting for.!,"[""emotional_framing""]","[1, 0, 0, 0]"
Their lies have gone unchallenged for too long. (details inside),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
The book has topped bestseller charts for the third week.,[],"[0, 0, 0, 0]"
"The latest smartphone model features improved battery life., say sources","[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The art exhibit opened to positive reviews from critics. - report says,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
A local bakery was awarded for its traditional recipes. - experts claim,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
An educational fair will be held downtown this weekend. (full story),"[""emotional_framing""]","[1, 0, 0, 0]"
The art exhibit opened to positive reviews from critics. - breaking news,"[""emotional_framing""]","[1, 0, 0, 0]"
Only a true patriot would support this plan. - unconfirmed,"[""absolutist_language"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[0, 1, 1, 1]"
"The hiking trail reopened after seasonal closures., say sources","[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
This is our last chance to defend our values. (full story),"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
City council approved a new zoning regulation. (full story),[],"[0, 0, 0, 0]"
The book has topped bestseller charts for the third week. - witness report,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
"If we don’t act now, our children will suffer. - witness report","[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
An educational fair will be held downtown this weekend. - witness report,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
The hiking trail reopened after seasonal closures.,[],"[0, 0, 0, 0]"
Only a true patriot would support this plan.,"[""absolutist_language"", ""propaganda_style_language""]","[0, 1, 0, 1]"
The concert has been postponed to next Friday. (details inside),"[""emotional_framing""]","[1, 0, 0, 0]"
Look how they twist facts to confuse the people.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
City council approved a new zoning regulation.,[],"[0, 0, 0, 0]"
The concert has been postponed to next Friday.!,"[""emotional_framing""]","[1, 0, 0, 0]"
A new species of fish has been discovered in the Pacific. - witness report,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The wildlife reserve reported an increase in bird species.!,"[""emotional_framing""]","[1, 0, 0, 0]"
Traffic was delayed due to maintenance on the highway.!,"[""emotional_framing""]","[1, 0, 0, 0]"
The art exhibit opened to positive reviews from critics.!,"[""emotional_framing""]","[1, 0, 0, 0]"
Those who speak against us are enemies of progress.,"[""emotional_framing""]","[1, 0, 0, 0]"
A local bakery was awarded for its traditional recipes.,"[""emotional_framing""]","[1, 0, 0, 0]"
Public schools will start offering free meals next term. - experts claim,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
Join the resistance and reclaim our future.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
Don't be fooled by foreign propaganda machines. - unconfirmed,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
The library introduced a new digital lending system.,"[""emotional_framing""]","[1, 0, 0, 0]"
The library introduced a new digital lending system.,[],"[0, 0, 0, 0]"
A rare astronomical event will be visible tonight. (details inside),"[""emotional_framing""]","[1, 0, 0, 0]"
"We are the majority, and we must act now. - witness report","[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Traffic was delayed due to maintenance on the highway. - unconfirmed,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The media is run by traitors hiding the truth. - experts claim,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
A software update is now available for all users.,"[""emotional_framing""]","[1, 0, 0, 0]"
History will remember this moment as our victory. - experts claim,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
A software update is now available for all users. - unconfirmed,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
They’ll destroy everything unless we stop them. (full story),"[""emotional_framing""]","[1, 0, 0, 0]"
The hiking trail reopened after seasonal closures. (full story),[],"[0, 0, 0, 0]"
"We are the majority, and we must act now.","[""emotional_framing""]","[1, 0, 0, 0]"
Their lies have gone unchallenged for too long. - experts claim,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
Temperatures are expected to drop over the weekend.,"[""emotional_framing""]","[1, 0, 0, 0]"
A local bakery was awarded for its traditional recipes. - witness report,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The hiking trail reopened after seasonal closures. - breaking news,"[""emotional_framing""]","[1, 0, 0, 0]"
"If we don’t act now, our children will suffer. (full story)","[""emotional_framing""]","[1, 0, 0, 0]"
The team won the championship after a close match.,"[""emotional_framing""]","[1, 0, 0, 0]"
Their lies have gone unchallenged for too long. - unconfirmed,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
Public schools will start offering free meals next term.,"[""emotional_framing""]","[1, 0, 0, 0]"
Don't be fooled by foreign propaganda machines.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
A software update is now available for all users. - witness report,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Traffic was delayed due to maintenance on the highway.,"[""emotional_framing""]","[1, 0, 0, 0]"
The art exhibit opened to positive reviews from critics.!,"[""emotional_framing""]","[1, 0, 0, 0]"
Look how they twist facts to confuse the people. (details inside),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
The book has topped bestseller charts for the third week. - unconfirmed,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
"We are the majority, and we must act now.","[""emotional_framing""]","[1, 0, 0, 0]"
He is the savior our nation has been waiting for.,"[""emotional_framing""]","[1, 0, 0, 0]"
Their lies have gone unchallenged for too long. (details inside),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
The media is run by traitors hiding the truth. (full story),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
A software update is now available for all users. - witness report,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
True strength lies in unity under one vision. (full story),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
City council approved a new zoning regulation. - report says,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
An educational fair will be held downtown this weekend. (full story),[],"[0, 0, 0, 0]"
"The book has topped bestseller charts for the third week., say sources","[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
History will remember this moment as our victory.!,"[""emotional_framing""]","[1, 0, 0, 0]"
He is the savior our nation has been waiting for. (details inside),"[""emotional_framing""]","[1, 0, 0, 0]"
The art exhibit opened to positive reviews from critics.,[],"[0, 0, 0, 0]"
No real citizen would oppose this measure.,"[""absolutist_language"", ""propaganda_style_language""]","[0, 1, 0, 1]"
Let’s silence the lies with our unity. - witness report,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
An educational fair will be held downtown this weekend. (details inside),[],"[0, 0, 0, 0]"
True strength lies in unity under one vision. - breaking news,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
The art exhibit opened to positive reviews from critics. - witness report,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
The wildlife reserve reported an increase in bird species. - report says,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Join the resistance and reclaim our future.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
The concert has been postponed to next Friday.,[],"[0, 0, 0, 0]"
Look how they twist facts to confuse the people. - experts claim,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
"If we don’t act now, our children will suffer.","[""emotional_framing""]","[1, 0, 0, 0]"
Join the resistance and reclaim our future.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
They want to control your thoughts with lies. (full story),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
True strength lies in unity under one vision. (full story),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
"We are the majority, and we must act now. - breaking news","[""emotional_framing""]","[1, 0, 0, 0]"
Traffic was delayed due to maintenance on the highway. - witness report,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The hiking trail reopened after seasonal closures.,[],"[0, 0, 0, 0]"
An educational fair will be held downtown this weekend. - unconfirmed,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
City council approved a new zoning regulation. - unconfirmed,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Our leader has never been wrong. Trust him. - unconfirmed,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 1, 1, 1]"
The team won the championship after a close match. (details inside),[],"[0, 0, 0, 0]"
The concert has been postponed to next Friday. - witness report,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
"We are the majority, and we must act now. (full story)","[""emotional_framing""]","[1, 0, 0, 0]"
"History will remember this moment as our victory., say sources","[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
City council approved a new zoning regulation.,"[""emotional_framing""]","[1, 0, 0, 0]"
The team won the championship after a close match. - experts claim,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
"Join the resistance and reclaim our future., say sources","[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
No real citizen would oppose this measure. (details inside),"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
The wildlife reserve reported an increase in bird species. - breaking news,"[""emotional_framing""]","[1, 0, 0, 0]"
The latest smartphone model features improved battery life. (full story),[],"[0, 0, 0, 0]"
"If we don’t act now, our children will suffer. - breaking news","[""emotional_framing""]","[1, 0, 0, 0]"
Everyone knows the real agenda behind this move.,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
"Look how they twist facts to confuse the people., say sources","[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
True strength lies in unity under one vision. (full story),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
"Stand up for your country or watch it fall., say sources","[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
This is our last chance to defend our values.,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
Traffic was delayed due to maintenance on the highway.,[],"[0, 0, 0, 0]"
True strength lies in unity under one vision.!,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
The art exhibit opened to positive reviews from critics. (full story),[],"[0, 0, 0, 0]"
This is our last chance to defend our values. (full story),"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
Volunteers helped clean up the beach on Saturday. (full story),"[""emotional_framing""]","[1, 0, 0, 0]"
Join the resistance and reclaim our future. (details inside),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
This is our last chance to defend our values. - experts claim,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 1, 1, 1]"
City council approved a new zoning regulation.,[],"[0, 0, 0, 0]"
City council approved a new zoning regulation. - breaking news,"[""emotional_framing""]","[1, 0, 0, 0]"
The team won the championship after a close match.!,"[""emotional_framing""]","[1, 0, 0, 0]"
The art exhibit opened to positive reviews from critics. (details inside),[],"[0, 0, 0, 0]"
Let’s silence the lies with our unity. - breaking news,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
